Date,Open,Close,Fifty DMA,Twenty DMA
1995-01-03,27.84909271136079,27.896697998046875,382.84828674316407,368.29283447265624
1995-01-04,28.020468186425127,28.02998924255371,375.4415031051636,350.6773341178894
1995-01-05,28.04903135481088,28.02998924255371,367.870827255249,333.2163335800171
1995-01-06,28.08712068395288,28.058557510375977,360.6285078048706,315.55726194381714
1995-01-09,28.049045349379718,28.087129592895508,353.4345527648926,297.863618850708
1995-01-10,28.153778291257247,28.115694046020508,346.23778339385984,280.10690355300903
1995-01-11,28.210897857485286,28.134729385375977,338.89622200012207,262.06414051055907
1995-01-12,28.10616853788838,28.14425277709961,331.6151904296875,244.03785247802733
1995-01-13,28.296587442482885,28.477487564086914,324.2715230178833,226.2502263069153
1995-01-16,28.46795136923012,28.64885139465332,316.77316581726075,208.64116954803467
1995-01-17,28.591748335195142,28.658395767211914,309.07685558319093,191.13259000778197
1995-01-18,28.63935619134779,28.62983512878418,301.42637367248534,173.66858158111572
1995-01-19,28.534634521892638,28.467987060546875,293.8391672515869,155.83548069000244
1995-01-20,28.429890535629287,28.363243103027344,286.0945369720459,138.15614223480225
1995-01-23,28.172818077935112,28.448928833007812,278.4880309295654,119.96508922576905
1995-01-24,28.439398040108504,28.487003326416016,270.8573937988281,101.65093994140625
1995-01-25,28.344188965479535,28.563173294067383,263.1496203994751,83.13959817886352
1995-01-26,28.544136264583802,28.59174156188965,255.53242935180663,64.81468544006347
1995-01-27,28.78216212637982,28.70599365234375,248.11228225708007,46.47148475646973
1995-01-30,28.648869404548176,28.58222198486328,240.92145843505858,28.356095123291016
1995-01-31,28.639357234597917,28.696483612060547,234.02764640808107,28.3960844039917
1995-02-01,28.73456935205216,28.68696403503418,227.1561470413208,28.428933143615723
1995-02-02,28.677429652300578,28.85832977294922,220.1819330215454,28.470350170135497
1995-02-03,29.039217763390724,29.267723083496094,213.46582752227783,28.530808448791504
1995-02-06,29.258217078487892,29.391511917114258,206.73645805358888,28.59602756500244
1995-02-07,29.439115099134046,29.429594039916992,199.82364978790284,28.661722564697264
1995-02-08,29.39150980304877,29.429594039916992,192.9244413757324,28.726465797424318
1995-02-09,29.381988743831716,29.429594039916992,185.9518333053589,28.790732860565186
1995-02-10,29.391511499284736,29.467679977416992,178.73958717346193,28.84024248123169
1995-02-13,29.448643998582234,29.47720718383789,171.55733139038085,28.88166027069092
1995-02-14,29.57240993991975,29.515283584594727,164.53463718414307,28.924504661560057
1995-02-15,29.515288875850302,29.677146911621094,157.52138019561767,28.976870250701904
1995-02-16,29.639055252075195,29.639055252075195,150.56916130065918,29.03542366027832
1995-02-17,29.610488864538247,29.524799346923828,143.53485748291016,29.093501472473143
1995-02-21,29.524804643815564,29.515283584594727,136.48596332550048,29.14681921005249
1995-02-22,29.54384889764508,29.734270095825195,129.415648727417,29.20918254852295
1995-02-23,29.848526853429693,29.781879425048828,122.23148651123047,29.270117855072023
1995-02-24,29.81996705094162,29.858051300048828,115.05524726867675,29.33343334197998
1995-02-27,29.772358801463763,29.62002182006836,107.96304748535157,29.379134750366212
1995-02-28,29.591465753926798,29.867576599121094,100.94379928588867,29.4434024810791
1995-03-01,29.839004947391885,29.677146911621094,93.96074249267578,29.492435646057128
1995-03-02,29.667629446062055,29.715234756469727,86.99684711456298,29.543849182128906
1995-03-03,29.620026457088255,29.72475814819336,79.8887421798706,29.587170600891113
1995-03-06,29.5248109857801,29.74379539489746,72.84461784362793,29.61097421646118
1995-03-07,29.63905735446561,29.515283584594727,65.58952373504638,29.617162799835206
1995-03-08,29.562894184156736,29.59145736694336,58.28595310211182,29.625255966186522
1995-03-09,29.581920623779297,29.581920623779297,50.90179134368896,29.632872295379638
1995-03-10,29.610501351978073,30.019906997680664,43.600389556884764,29.662387943267824
1995-03-13,30.000875053405764,29.99135398864746,36.28881649017334,29.688571643829345
1995-03-14,30.07703229181029,30.2103271484375,29.07522274017334,29.725227642059327
1995-03-15,30.162732658229643,30.15321159362793,29.120353012084962,29.757124042510988
1995-03-16,30.12465253208541,30.334115982055664,29.166435546875,29.789972496032714
1995-03-17,30.28769991707531,30.364280700683594,29.2131213760376,29.826233768463133
1995-03-20,30.402571092487737,30.364280700683594,29.25923583984375,29.86820783615112
1995-03-21,30.364285262887908,30.287704467773438,29.303247337341308,29.90682888031006
1995-03-22,30.345127851307335,30.316410064697266,29.347261657714842,29.93593587875366
1995-03-23,30.27812616679901,30.335561752319336,29.39127830505371,29.963619995117188
1995-03-24,30.431280347970088,30.766321182250977,29.44371967315674,30.009033489227296
1995-03-27,30.814191086505787,30.890771865844727,29.491985359191894,30.072570991516113
1995-03-28,30.814191086505787,30.890771865844727,29.536823768615722,30.123730754852296
1995-03-29,30.86204415763008,30.881189346313477,29.581279640197753,30.183932876586915
1995-03-30,30.948195166617445,30.82375144958496,29.62515796661377,30.239358711242676
1995-03-31,30.584442970126005,30.69931411743164,29.669784507751466,30.28808650970459
1995-04-03,30.689748414604697,30.775901794433594,29.718037681579588,30.339691829681396
1995-04-04,30.785469158912914,30.97692108154297,29.768597526550295,30.41277370452881
1995-04-05,30.90991290862245,30.97692108154297,29.818395881652833,30.48204689025879
1995-04-06,31.05349505476176,31.091785430908203,29.86896812438965,30.557540130615234
1995-04-07,31.158782853183837,31.06305694580078,29.91839443206787,30.60969762802124
1995-04-10,31.01521344450355,31.120512008666992,29.966684799194336,30.666155529022216
1995-04-11,31.197088511196185,31.015209197998047,30.015344543457033,30.706399631500243
1995-04-12,31.063076428214206,31.120512008666992,30.06382511138916,30.7547646522522
1995-04-13,31.177960213480027,31.292831420898438,30.115942459106446,30.802700424194335
1995-04-17,31.407691446744476,31.11094093322754,30.160994682312012,30.840033435821532
1995-04-18,31.139637224833958,31.0056209564209,30.195752639770507,30.8721004486084
1995-04-19,31.005638869937474,30.97692108154297,30.227460823059083,30.906561279296874
1995-04-20,31.06306110477418,31.024770736694336,30.259364356994627,30.941979312896727
1995-04-21,31.034341957951966,31.17793083190918,30.294331092834472,30.98409776687622
1995-04-24,31.15879279673552,31.541696548461914,30.33657314300537,31.02286653518677
1995-04-25,31.49383007428012,31.45553970336914,30.376330337524415,31.051104927062987
1995-04-26,31.398103411852247,31.484256744384766,30.41647132873535,31.08077917098999
1995-04-27,31.4364082907994,31.56085205078125,30.45738269805908,31.11476230621338
1995-04-28,31.551273764154534,31.60870933532715,30.496013946533203,31.154010200500487
1995-05-01,31.579980411755436,31.522544860839844,30.533683738708497,31.195171737670897
1995-05-02,31.551267274798768,31.589557647705078,30.57497890472412,31.23585453033447
1995-05-03,31.69486258119719,32.029903411865234,30.62527130126953,31.288503646850586
1995-05-04,32.06818537278609,32.01074981689453,30.670800895690917,31.340195083618163
1995-05-05,32.14475495686788,31.972448348999023,30.714612274169923,31.384228229522705
1995-05-08,31.943722919958525,32.20218276977539,30.761494903564454,31.441184520721436
1995-05-09,32.33621888187662,32.173484802246094,30.81256416320801,31.493833160400392
1995-05-10,32.259658802140166,32.211795806884766,30.859448547363282,31.553662490844726
1995-05-11,32.25963367536779,32.29792404174805,30.91186408996582,31.61253309249878
1995-05-12,32.17348492767009,32.317073822021484,30.963900871276856,31.663745212554932
1995-05-15,32.40320292846212,32.470211029052734,31.018809928894044,31.73170871734619
1995-05-16,32.460669727134366,32.48938751220703,31.073721771240233,31.8058970451355
1995-05-17,32.48938819594159,32.36494445800781,31.130714988708498,31.87529821395874
1995-05-18,32.30750124279906,31.8958797454834,31.176803436279297,31.918853664398192
1995-05-19,31.84802326872882,31.91503143310547,31.22346565246582,31.955708694458007
1995-05-22,32.02032718415148,32.26921463012695,31.268451805114747,31.99208459854126
1995-05-23,32.32666783610349,32.565982818603516,31.319944381713867,32.047606754302976
1995-05-24,32.62340617460363,32.54682540893555,31.36667434692383,32.10073518753052
1995-05-25,32.451106308839826,32.5755500793457,31.415121116638183,32.15147008895874
