Date,Open,Close,Fifty DMA,Twenty DMA,Two Hundred DMA
2006-06-21,7.425000654486644,7.489948749542236,47.47479897499085,45.016997170448306,60.53548048257828
2006-06-22,7.445952498063859,7.410335540771484,46.60520569801331,43.104513955116275,60.26559589624405
2006-06-23,7.366340086811828,7.409289836883545,45.69499153137207,41.2299783706665,59.997255115509034
2006-06-26,7.411382452614961,7.452236652374268,44.87043625831604,39.31059019565582,59.72698042154312
2006-06-27,7.476328608700784,7.320243835449219,44.056041116714475,37.3756023645401,59.44577707529068
2006-06-28,7.342244086987322,7.385193824768066,43.242144956588746,35.427362132072446,59.16000147581101
2006-06-29,7.48994828344328,7.698409557342529,42.39811311721802,33.427782678604125,58.87374323368073
2006-06-30,7.752882667062089,7.694219589233398,41.56899747848511,31.431493711471557,58.58264195919037
2006-07-03,7.736121955244309,7.798974514007568,40.72417695045471,29.49394247531891,58.28951608896256
2006-07-05,7.71517177182446,7.695268154144287,39.83828227996826,27.59320592880249,57.99402277946472
2006-07-06,7.720407798165059,7.719360828399658,38.90166951179504,25.718173909187318,57.69939948320389
2006-07-07,7.662791648827922,7.630317211151123,37.97587589263916,23.851189708709718,57.40093306541443
2006-07-10,7.694218350721948,7.643936634063721,37.06755459785462,21.898886609077454,57.10176024675369
2006-07-11,7.610417423284845,7.70888614654541,36.120932302474976,19.98833100795746,56.80606021642685
2006-07-12,7.700505568057567,7.5569915771484375,35.20687216758728,17.946180510520936,56.50310466527939
2006-07-13,7.455379514795105,7.32862663269043,34.28224467277527,15.861111903190613,56.19763319730759
2006-07-14,7.305579396702695,7.262630462646484,33.33609728813171,13.723743510246276,55.89060745954514
2006-07-17,7.273107647929337,7.2552995681762695,32.41320324897766,11.632008481025697,55.5808217549324
2006-07-18,7.30662829400498,7.26682186126709,31.54153971672058,9.536349558830262,55.26677130460739
2006-07-19,7.332818101092082,7.516138553619385,30.734262466430664,7.5121564865112305,54.95086936950683
2006-07-20,7.58422508021335,7.428141117095947,29.998225297927856,7.509066104888916,54.63205395936966
2006-07-21,7.364244186052458,7.310819149017334,29.265441665649416,7.504090285301208,54.31197734832764
2006-07-24,7.382050274334688,7.542324542999268,28.51248818397522,7.510742020606995,53.995381834506986
2006-07-25,7.527661711921815,7.6376543045043945,27.81964129447937,7.520012903213501,53.68505940198898
2006-07-26,7.58841720684187,7.652317523956299,27.125687675476073,7.536616587638855,53.37456046104431
2006-07-27,7.708884404239736,7.578989028930664,26.387267456054687,7.5463063478469845,53.05849807739258
2006-07-28,7.616700498841769,7.751833915710449,25.6557040977478,7.548977565765381,52.743199934959414
2006-07-31,7.751834181836377,7.730883598327637,24.905921745300294,7.550810766220093,52.4250737285614
2006-08-01,7.647080455272701,7.661746025085449,24.09775667190552,7.5439493417739865,52.10827579975128
2006-08-02,7.73821683896696,7.720407962799072,23.297564840316774,7.545206332206726,51.78939763784408
2006-08-03,7.647080360896011,7.759167671203613,22.53734818458557,7.547196674346924,51.47198749780655
2006-08-04,7.929913353410061,7.757069110870361,21.779289569854736,7.553534269332886,51.15659063816071
2006-08-07,7.709933448676496,7.714123725891113,21.03557201385498,7.5570436239242555,50.83982975959778
2006-08-08,7.772784735183242,7.651269912719727,20.271797409057616,7.554162812232971,50.52128049850464
2006-08-09,7.721456557138186,7.59260892868042,19.503249578475952,7.5559436798095705,50.21787845373154
2006-08-10,7.573753542509811,7.659652233123779,18.729442653656005,7.572494959831237,49.90671660900116
2006-08-11,7.647079525642713,7.604129791259766,17.927725276947022,7.589569926261902,49.60849400997162
2006-08-14,7.698407794340902,7.630317211151123,17.12793164253235,7.608320808410644,49.318322460651395
2006-08-15,7.7486939311786305,7.817831516265869,16.353288288116456,7.6358712911605835,49.01929451465607
2006-08-16,7.872297830627498,7.948768138885498,15.598063669204713,7.657502770423889,48.72651783227921
2006-08-17,7.9466768160942145,7.981245994567871,14.853288564682007,7.685158014297485,48.42615829229355
2006-08-18,8.007434544221992,8.01371955871582,14.11416293144226,7.720303034782409,48.11191975355148
2006-08-21,7.961343799518668,7.976009368896484,13.339883146286011,7.74198727607727,47.79566881895065
2006-08-22,7.967628055653624,7.989626407623291,12.58127571105957,7.759585881233216,47.48430797576904
2006-08-23,8.000103604345753,7.917347431182861,11.77162262916565,7.772837376594543,47.1660147690773
2006-08-24,7.9718166315785775,7.946675777435303,10.949956169128418,7.791221714019775,46.854039392471314
2006-08-25,7.934108791057521,7.961345195770264,10.10898310661316,7.8016972780227665,46.54715929746628
2006-08-28,7.95296399661774,8.029435157775879,9.287771806716918,7.816624855995178,46.22972636461258
2006-08-29,8.02314974125538,8.067147254943848,8.46551474571228,7.836894917488098,45.91882808446884
